ID;Titre;Accroche popup;Type;Commune;Code Postal;Adresse;GPS;Latitude;Longitude;Artiste(s);Année;Support;Thème;Description;Photo_url
F059;La Libération d’Ambérieu;La libération d'Ambérieu le 3 septembre 1944, d'après des images d'époque.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Av. de la Libération;45.959640315942885, 5.334363195759299;45.959640315942885;5.334363195759299;Nessé;2021;Transformateur électrique;Histoire locale;À partir d’images d’époque, la fresque met en scène la libération de la ville le 3 septembre 1944, la liesse populaire et les actes héroïques des maquisards, dans une ambiance festive.;photos/F059.jpg
F060;Le Cecof;Fresque identifiant le CECOF, établissement de formation par apprentissage.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;52 Av. de la Libération;45.963048083619924, 5.336420812949234;45.963048083619924;5.336420812949234;Y-not;2022;Transformateur électrique;Valorisation identité locale;La fresque sur ce transformateurermet d'identifier le CECOF, centre de formation par apprentissage.;photos/F060.jpg
F061;Le petit prince et sa rose;Le Petit Prince, sa rose et le renard, clin d'œil à l'auteur Saint-Exupéry.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Av. de la Libération;45.96465897441739, 5.33745512366564;45.96465897441739;5.33745512366564;Nark;2021;Transformateur électrique;Patrimoine/Culture;La fresque représente le petit prince accompagné de la rose et du renard du roman d'Antoine de Saint-Exupéry, clin d'œil à l'auteur qui a vécu à Saint-Maurice-de-Rémens.;photos/F061.jpg
F062;Triangles;Triangles colorés en lien avec la zone d'activité du Triangle d'Ambérieu.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;969 Av. Léon Blum;45.964684, 5.339208;45.964684;5.339208;Y-not;2020;Transformateur électrique;Valorisation identité locale;La fresque représente différents triangles colorés, en liens avec la zone du Triangle d'Activité.;photos/F062.jpg
F063;Chacun son sport;Diversité sportive illustrée à deux pas du gymnase et du centre nautique.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;609 Av. Léon Blum;45.96292789111591, 5.3433505690893455;45.96292789111591;5.3433505690893455; La Coulure;2016;Transformateur électrique;Valorisation identité locale;"Située près de plusieurs équipements sportifs (club de rugby, gymnase, centre nautique), la fresque illustre la diversité des pratiques sportives à travers plusieurs personnages pratiquant différents sports.

";photos/F063.jpg
F064;L’espace 1500;Femme la tête dans les étoiles signalant l'entrée de l'Espace 1500.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;10 Rue Léon Blum,;45.960875960027806, 5.348826348505748;45.960875960027806;5.348826348505748;Osru;2018;Bâtiment culturelle;Valorisation identité locale;La fresque est située à l’entrée du bâtiment et s’inspire de l’Espace 1500. Elle représente une femme la tête dans les étoiles, accompagnée de l’inscription « Espace 1500 », qui permet d’identifier le bâtiment.;photos/F064.jpg
F065;Village Ain’Terre’Actif;Fresque réalisée par des enfants lors du concours « Village Ain'Terre'Actif ».;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Chem. De l'Aviation;45.96110172807387, 5.349545172275905;45.96110172807387;5.349545172275905;Vincent Ducaroy;2010;Transformateur électrique;Valorisation identité locale;"Cette fresque a été réalisée par des enfants lors du concours de dessins ""Village Ain'Terre'Actif"". Le thème portait sur la ville connectée.";photos/F065.jpg
F066;Les époux Démia;Hommage aux époux Démia, résistants ayant caché des réfractaires au STO.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;44 Rue Marcel et Ida Démia;45.952910324743534, 5.357581331728311;45.952910324743534;5.357581331728311;Y-not;2020;Transformateur électrique;Histoire locale;Les époux Démia sont des résistants français qui ont caché et nourri plusieurs réfractaires, ayant refusé de partir en Allemagne dans le cadre du STO (Service du travail obligatoire).;photos/F066.jpg
F067;Place du Champ de Mars;Trompe-l'œil ferroviaire et aéronautique place du Champ de Mars.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Pl. du Champ de Mars;45.959085, 5.358079;45.959085;5.358079;Vincent Ducaroy;2006;Transformateur électrique;Histoire locale;Cette fresque informe sur l’histoire ferroviaire et aéronautique d’Ambérieu. Réalisée en trompe‑l’œil, elle représente des conducteurs visibles aux fenêtres, un pilote au centre, ainsi qu’une locomotive à vapeur, une autre motrice et deux avions.;photos/F067.jpg
F068;Les fresques de la MJC;Fresques de la MJC d'Ambérieu;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;MJC Ambérieu Maison pour Tous;45.959944, 5.356643;45.959944;5.356643;;;;Artistique/Trompe l'œil;;photos/F068.jpg
F069; Le Cœur de Ville;« Un nouveau souffle pour le cœur de ville » : le programme Action Cœur de Ville en images.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Rue Alexandre Bérard;45.96024420949315, 5.358196780916043;45.96024420949315;5.358196780916043;Y-not;2020;Transformateur électrique;Valorisation identité locale;À travers la représentation d’une petite fille soufflant des bulles formant le message « Un nouveau souffle pour le cœur de ville », l’œuvre fait référence au dispositif Action Cœur de Ville (2018).;photos/F069.jpg
F070;Place de Vareilles;Végétaux et animaux colorés réalisés avec les habitants du quartier.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;60 Rue de Vareilles;45.95667476255279, 5.3678049901998595;45.95667476255279;5.3678049901998595;Julie Buibui;2022;Transformateur électrique;Nature/Écologie;Réalisée lors d’ateliers participatifs avec les habitants, cette fresque colorée présente différents végétaux et animaux. Vous y reconnaîtrez même le chat de l’un des habitants !;photos/F070.jpg
F071;Place du Tiret;Faune et flore réalisées par des enfants lors de stages de découverte.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Pl. du Tiret;45.96732199871443, 5.3546906978029245;45.96732199871443;5.3546906978029245;Antonin Goyard;2011;Transformateur électrique;Nature/Écologie;Réalisée lors de stages de découverte par un groupe d'enfants, cette fresque met en avant des éléments de la faune et de la flore, illustrant un écosystème vital pour l'homme.;photos/F071.jpg
F072;Le Chili et la Croix-Rouge;Portrait de Henri Dunant, fondateur de la Croix-Rouge internationale.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Le Chili et la Croix-Rouge;45.967198256361975, 5.3525536700708;45.967198256361975;5.3525536700708;Nark;;Transformateur électrique;Patrimoine/Culture;Cette fresque représente Henri Dunant, homme d'affaires humaniste suisse, considéré comme le fondateur du mouvement de la Croix-Rouge internationale.;photos/F072.jpg
F073;L'étoile;Berger accrochant l'étoile polaire, repère du nouveau programme de logements.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;134-178 Rue Alexandre Bérard;45.96957804320532, 5.353387840604987;45.96957804320532;5.353387840604987;Y-not;2021;Transformateur électrique;Valorisation identité locale;Cette fresque, réalisée à l’initiative du promoteur Artémis, s’inscrit dans un secteur où un nouveau programme de logements doit être lancé. En référence au nom du projet, l’artiste représente un berger accrochant l’étoile polaire, une image pensée pour égayer et identifier visuellement la zone.;photos/F073.jpg
F074;Chronos;Sablier et pendule brisée : une méditation sur le temps qui passe.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Av. du Colonel Chambonnet;45.97181584767728, 5.348015740030993;45.97181584767728;5.348015740030993;Nark;2022;Transformateur électrique;Patrimoine/Culture;La fresque aborde la notion du temps à travers différents éléments symboliques : un sablier, un paysage et une main qui brise une pendule évoquant le passage du temps, en référence à une réflexion philosophique.;photos/F074.jpg
F075;Bellièvre;Santé, sport et enseignement illustrés près de l'hôpital et du lycée.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Rue Alexandre Bérard;45.97727800222524, 5.3494724113409005;45.97727800222524;5.3494724113409005;Y-not;2018;Transformateur électrique;Valorisation identité locale;La fresque, située à proximité de l’hôpital, du gymnase et du lycée professionnel, illustre les domaines de la santé, du sport et de l’enseignement.;photos/F075.jpg
F076;Sauvons les abeilles;Abeille sur fleur, plaidoyer pour la préservation des pollinisateurs.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Av. de la Libération;45.971875630334644, 5.343330426856143;45.971875630334644;5.343330426856143;Nark;2022;Transformateur électrique;Nature/Écologie;Cette fresque montre une abeille sur une fleur. Elle vise à sensibiliser au rôle essentiel des abeilles dans la pollinisation, qui permet la production de nombreux fruits et légumes, un enjeu d’autant plus important face à leur diminution.;photos/F076.jpg
F077;Le renard de la rue Démia;Renard entouré de végétaux aux couleurs vives, signé Julie Buibui.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;rue Démia;45.952710, 5.359759;45.952710;5.359759;Julie Buibui;2023;Transformateur électrique;Valorisation identité locale;Cette fresque, marquée par la touche de l’artiste, représente un renard entouré de végétaux aux couleurs vives.;photos/F077.jpg
F078;Girod de l'Ain ;Des dinosaures à la pop culture jusqu'au robot : une fresque sur l'évolution.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;8 rue Girod de l’Ain ;45.95612512861203, 5.336285732468389;45.95612512861203;5.336285732468389;Nark;2025;Transformateur électrique;Patrimoine/Culture;La fresque porte sur l'évolution en partant des dinosaures passant par la pop culture actuelle jusqu'au robot.;photos/F078.jpg
F079;Aimée Vingtrinier;Hommage à Aimée Vingtrinier, figure locale d'Ambérieu-en-Bugey.;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;Vingtrinier ;45.95880848350394, 5.3608680240029205;45.95880848350394;5.3608680240029205;Nark;2025;Transformateur électrique;Patrimoine/Culture;La fresque rend hommage à Aimée Vingtrinier, imprimeur, écrivain et histoirien lyonnais du XIXe siècle.;photos/F079.jpg
F080;Le jumelage;Hommage au jumelage entre Ambérieu-en-Bugey et Mering (Allemagne).;Musée urbain d'Ambérieu-en-Bugey;Ambérieu-en-Bugey;01500;518 Avenue de Mering ;45.959783, 5.339143;45.959783;5.339143;Nark;2025;Transformateur électrique;Valorisation identité locale;La fresque célèbre le jumelage d'Ambérieu-en-Bugey avec la commune de Mering, en Allemagne.;photos/F080.jpg
F081;Thème religieux;Fresques romanes représentant des scènes bibliques dans une église du territoire.;Fresques historiques;Saint-Maurice-de-Gourdans;01800;1 Rte de Port Galland;45.821345533525104, 5.195498844870587;45.821345533525104;5.195498844870587;;XVe, XIXe et XXe siècles;;Histoire locale;Ces fresques relatent diverses scènes bibliques et présentent des chapiteaux historiés, témoins de l'art roman dans l'église de Saint-Maurice-de-Gourdans.;photos/F081.jpg
F082;La fresque de Saint-Christophe;Fresque du XVIe siècle représentant saint Christophe portant l'Enfant Jésus.;Fresques historiques;Saint-Sorlin-en-Bugey;1150;La maison dite “de Saint-Christophe” est située Montée de l’Église;45.883839318652555, 5.372730379418884;45.883839318652555;5.372730379418884;Peintre itinérant allemand;XVe-XVIe siècles;Mur rue;Histoire locale;La fresque représente un personnage gigantesque portant un enfant sur son dos. Datée du début du XVIᵉ siècle et réalisée “a fresco”, elle illustre l’épisode du géant Offérus devenu Saint‑Christophe après sa quête spirituelle. La scène montre le moment où il porte le Christ, identifiable au globe surmonté d’une croix.;photos/F082.jpg
F083;Fresque face à la médiathèque; Trompe‑l’œil d’un centre‑bourg vivant et animé.;Autres fresques du territoire;Saint-Vulbas;01150;797 rue Claires Fontaines;45.833251982235744, 5.291116244805064;45.833251982235744;5.291116244805064;Stéphane Paret;2020;Mur rue;Artistique/Trompe l'œil;La fresque représente en trompe‑l’œil un alignement de commerces et une scène de village animé avec des personnages, créant l’illusion d’un centre-bourg vivant et accueillant.;photos/F083.jpg
